-.-.-
-16,-310,-100,-155,269,156
-30,-310,-100,-188,249,172
-49,-304,-92,-192,226,178
-59,-304,-88,-167,195,184
-65,-297,-83,-117,151,185
-73,-280,-84,-48,100,183
-80,-263,-90,19,53,178
-83,-250,-95,59,14,164
-89,-245,-100,71,-15,144
-95,-245,-97,63,-31,121
-100,-252,-91,58,-39,104
-110,-253,-86,63,-41,92
-101,-261,-80,76,-50,82
-80,-263,-56,105,-67,77
-82,-252,-62,137,-71,76
-59,-262,-47,150,-62,84
-43,-264,-49,140,-43,98
-29,-264,-40,108,-24,119
-29,-252,-52,70,-8,146
-2,-251,-43,41,17,176
5,-247,-35,33,48,209
14,-252,-41,42,82,242
5,-255,-31,53,105,279
10,-252,-35,63,119,308
5,-247,-41,70,137,330
5,-242,-40,66,156,352
0,-236,-43,57,169,368
-15,-228,-46,46,184,379
-10,-228,-48,33,201,386
-14,-214,-36,29,216,380
-13,-206,-42,34,229,368
-12,-203,-46,38,241,353
-15,-208,-47,22,258,333
-16,-211,-48,-12,278,311
-11,-202,-40,-61,285,294
-18,-211,-40,-94,287,272
-23,-205,-37,-112,308,242
-23,-226,-19,-98,325,226
-31,-211,-31,-47,333,214
-38,-207,-33,-17,342,199
-41,-202,-32,-22,336,197
-45,-202,-32,-38,327,202
-41,-208,-37,-44,322,214
-47,-193,-31,-43,320,248
-48,-207,-37,-19,322,250
-38,-202,-45,8,330,241
-51,-197,-29,30,341,247
-28,-189,-39,39,343,250
-35,-191,-30,39,342,245
-37,-211,-36,29,337,233
-57,-201,-38,12,333,223
-52,-213,-24,-11,333,208
-43,-224,-29,-35,335,201
-43,-224,-23,-58,335,196
-41,-222,-36,-78,339,191
-40,-224,-30,-97,346,180
-40,-228,-29,-104,352,183
-38,-229,-29,-85,347,200
-37,-232,-33,-60,346,213
-33,-230,-41,-46,357,198
-34,-231,-31,-29,376,171
-35,-232,-15,-3,391,151
-35,-228,-35,24,402,146
-46,-225,-24,48,407,140
-46,-225,-17,71,410,135
-47,-227,-19,98,410,132
-48,-232,-15,122,410,135
-55,-231,-10,141,410,129
-56,-226,-15,155,408,123
-55,-222,-17,159,409,115
-54,-217,-9,160,415,115
-57,-216,-11,165,413,114
-59,-224,-4,180,409,120
-66,-214,-8,204,404,113
-56,-217,4,219,410,121
-52,-240,10,243,406,109
-48,-231,2,274,406,86
-40,-216,6,290,417,71
-41,-238,2,302,428,57
-29,-237,19,316,438,42
-42,-249,15,332,447,26
-35,-258,17,343,455,13
-26,-271,20,353,458,1
-22,-257,26,364,460,-12
-20,-250,14,375,466,-26
-20,-255,21,386,473,-29
-24,-258,27,394,473,-42
-26,-254,27,414,456,-48
-36,-254,28,440,431,-45
-37,-263,25,449,398,-48
-36,-255,23,443,359,-50
-46,-254,18,432,328,-54
-55,-255,16,429,305,-53
-61,-248,14,436,287,-39
-65,-248,22,443,273,-26
-67,-249,12,447,261,-23
-69,-247,17,451,257,-11
-59,-248,23,458,258,5
-65,-235,15,465,263,10
-57,-246,36,470,267,20
-48,-251,42,459,269,34
-39,-255,47,441,273,46
-30,-258,50,423,288,57
-31,-251,59,413,313,66
-11,-263,63,390,354,83
-15,-267,64,369,383,77
-21,-262,67,363,406,65
-16,-261,65,357,439,68
-20,-259,54,341,466,86
-36,-257,25,291,472,96
-53,-258,-5,182,465,89
-65,-265,-34,2,466,77
-86,-298,-67,-235,460,69
-93,-312,-91,-493,431,77
-104,-338,-109,-718,370,98
-116,-360,-113,-857,282,137
-120,-377,-121,-874,187,193
-120,-382,-110,-769,111,263
-123,-382,-96,-568,63,347
-111,-376,-76,-361,37,432
-110,-355,-62,-77,19,524
-101,-324,-70,187,-9,611
-84,-293,-86,375,-42,681
-63,-266,-92,472,-61,715
-34,-257,-99,494,-56,701
-7,-250,-101,457,-20,649
21,-248,-102,400,45,587
37,-244,-88,350,134,516
47,-237,-82,305,225,443
50,-245,-82,246,300,381
51,-262,-75,155,342,322
59,-297,-70,51,345,284
33,-315,-77,-52,321,251
12,-346,-81,-152,291,225
0,-375,-87,-244,281,210
-10,-392,-82,-306,299,196
-30,-412,-63,-316,333,188
-42,-415,-43,-260,355,172
-55,-419,-26,-155,346,149
-62,-406,-26,-29,305,123
-69,-385,-42,98,252,88
-73,-355,-52,208,205,43
-70,-319,-71,294,169,-15
-61,-290,-83,355,150,-80
-57,-271,-82,398,141,-136
-47,-249,-83,418,134,-178
-36,-235,-70,412,130,-203
-39,-227,-54,383,129,-216
-34,-219,-51,337,136,-223
-38,-213,-39,271,145,-234
-40,-210,-34,182,151,-235
-37,-211,-34,93,152,-236
-37,-213,-29,20,143,-236
-35,-216,-27,-27,127,-237
-26,-209,-26,-36,102,-214
-22,-202,-24,-42,82,-172
-21,-201,-20,-61,68,-141
-25,-195,-17,-73,57,-137
-16,-197,-20,-88,40,-151
-14,-198,-15,-91,37,-178
-12,-193,-15,-69,39,-200
-15,-187,-11,-42,41,-207
-15,-186,-8,-29,37,-211
-22,-184,-9,-24,29,-217
-13,-185,-11,-30,28,-233
-20,-182,-8,-40,31,-265
-17,-177,-9,-59,32,-328
-4,-181,-2,-81,20,-393
2,-183,2,-95,15,-397
3,-178,-1,-101,10,-361
2,-179,6,-124,-3,-334
0,-181,5,-148,-16,-325
-4,-181,1,-161,-29,-328
-11,-174,-5,-164,-34,-338
-4,-177,-5,-165,-35,-336
-10,-176,-5,-160,-38,-310
-13,-173,-1,-158,-48,-290
-15,-177,-5,-153,-54,-272
-20,-181,-5,-146,-60,-249
-23,-182,-2,-148,-71,-229
-24,-180,5,-154,-82,-209
-23,-185,8,-160,-102,-200
-22,-194,13,-156,-121,-196
-19,-199,14,-143,-135,-190
-18,-203,21,-130,-145,-181
-13,-214,22,-116,-156,-170
-6,-216,22,-114,-169,-148
-10,-222,28,-114,-170,-117
-7,-225,27,-97,-170,-98
-6,-231,23,-77,-174,-80
-2,-240,22,-47,-174,-59
-5,-239,27,-3,-166,-40
-11,-246,28,39,-171,-23
-17,-249,33,72,-184,-9
-16,-257,38,107,-195,3
-20,-257,36,141,-204,10
-17,-263,44,181,-208,15
-20,-261,45,227,-213,17
-27,-255,40,276,-219,21
-20,-251,38,323,-224,20
-21,-248,30,358,-222,23
-19,-243,18,372,-207,27
-21,-238,18,370,-185,25
-21,-237,14,364,-157,12
-10,-230,12,362,-123,4
-4,-232,11,337,-103,22
0,-230,10,298,-96,25
2,-232,14,264,-76,11
5,-246,15,230,-63,-17
7,-250,11,185,-60,-52
8,-253,13,136,-70,-83
8,-262,25,91,-88,-108
5,-265,27,53,-112,-121
1,-277,29,20,-139,-122
-7,-286,39,-6,-167,-115
-19,-296,46,-23,-190,-111
-23,-305,47,-21,-211,-102
-28,-315,56,-6,-235,-91
-25,-322,64,11,-257,-74
-32,-332,67,29,-289,-58
-34,-338,74,55,-320,-42
-36,-343,83,79,-359,-33
-30,-348,92,106,-407,-30
-21,-351,94,133,-457,-41
-3,-348,90,153,-494,-51
10,-345,80,162,-503,-55
22,-340,58,153,-483,-62
40,-338,36,105,-433,-81
45,-336,2,6,-364,-108
63,-338,-24,-146,-288,-138
66,-349,-39,-329,-225,-172
74,-372,-52,-489,-175,-218
83,-398,-54,-587,-117,-280
83,-418,-45,-602,-32,-354
81,-433,-34,-545,63,-431
81,-430,-36,-442,156,-488
74,-413,-45,-328,246,-525
60,-389,-53,-219,334,-541
39,-362,-57,-112,417,-530
19,-345,-56,11,476,-495
7,-323,-65,122,482,-444
-4,-294,-85,178,442,-381
-29,-270,-107,178,367,-305
-57,-252,-127,146,263,-228
-71,-241,-137,119,150,-193
-81,-233,-135,100,44,-173
-81,-238,-131,85,-40,-164
-91,-243,-114,67,-95,-162
-99,-254,-96,45,-119,-160
-102,-271,-86,16,-129,-172
-108,-283,-79,-29,-140,-191
-105,-296,-72,-88,-159,-208
-103,-302,-68,-154,-191,-219
-95,-305,-62,-207,-224,-219
-84,-305,-60,-228,-244,-213
-75,-303,-51,-215,-248,-202
-69,-295,-47,-176,-234,-181
-59,-290,-45,-126,-209,-147
-53,-277,-37,-76,-185,-104
-50,-267,-27,-34,-160,-52
-44,-258,-21,-5,-142,7
-37,-258,-27,5,-123,70
-34,-252,-25,-8,-104,131
-24,-248,-26,-27,-79,188
-18,-238,-25,-43,-52,241
-7,-231,-29,-53,-24,286
1,-226,-28,-59,0,323
11,-218,-27,-59,19,349
25,-210,-23,-50,37,357
32,-208,-26,-41,54,358
33,-202,-32,-37,68,356
35,-203,-24,-41,85,341
36,-199,-28,-59,107,322
34,-197,-29,-92,133,316
23,-208,-26,-129,163,295
22,-199,-28,-169,203,251
25,-194,-27,-186,249,245
20,-201,-25,-198,293,214
12,-190,-26,-218,342,144
5,-185,-24,-243,386,104
1,-184,-18,-265,408,96
-13,-176,-20,-276,420,90
-27,-173,-19,-275,423,90
-37,-172,-18,-260,409,95
-44,-171,-10,-247,402,126
-54,-179,-11,-232,407,163
-62,-176,-11,-196,422,138
-62,-168,-6,-169,437,119
-61,-175,-7,-152,445,127
-67,-177,1,-144,452,144
-63,-175,-5,-139,464,155
-66,-180,-6,-136,480,179
-66,-186,-7,-147,485,176
-64,-188,-7,-150,481,147
-57,-194,-9,-145,482,123
-59,-197,-6,-131,482,111
-56,-197,-8,-110,481,99
-57,-189,-6,-92,474,85
-56,-184,-6,-95,452,78
-52,-190,-3,-103,429,67
-50,-190,-3,-103,412,56
-49,-189,-2,-93,403,43
-52,-189,-2,-75,397,29
-47,-190,1,-57,398,11
-50,-185,0,-36,402,-4
-47,-183,3,-25,402,-12
-48,-184,7,-32,397,-11
-48,-192,16,-38,397,-13
-49,-193,18,-43,404,-16
-47,-202,21,-44,416,-21
-48,-207,25,-36,428,-35
-41,-209,20,-8,432,-61
-35,-216,25,19,437,-82
-26,-219,25,43,438,-96
-22,-224,25,65,439,-105
-15,-233,24,84,443,-114
-16,-241,23,101,446,-116
-10,-245,21,104,443,-124
-9,-249,20,100,446,-132
-14,-248,20,100,444,-132
-14,-249,17,107,431,-122
-16,-259,13,116,412,-98
-13,-266,6,124,394,-70
-22,-270,-2,143,384,-44
-48,-258,-8,166,375,-27
-45,-264,-6,148,362,-19
-60,-268,3,119,345,-40
-68,-272,14,104,337,-44
-75,-281,20,101,327,-26
-79,-285,32,109,323,8
-84,-293,41,137,319,53
-75,-300,45,180,321,95
-71,-298,51,231,331,124
-58,-297,54,271,350,151
-58,-304,66,276,380,181
-61,-309,67,278,386,191
-39,-308,79,296,390,160
-35,-312,75,294,408,123
-28,-312,89,280,433,98
-29,-310,98,262,461,99
-46,-310,92,239,486,114
-65,-306,71,198,481,136
-91,-307,41,79,461,159
-117,-319,-2,-153,441,186
-138,-343,-49,-477,401,226
-153,-370,-87,-837,317,287
-155,-398,-102,-1130,196,364
-155,-417,-106,-1231,74,439
-155,-429,-104,-1089,-12,507
-135,-419,-92,-762,-47,564
-112,-390,-83,-377,-53,596
-88,-358,-76,-44,-60,616
-78,-314,-85,195,-78,628
-76,-275,-109,323,-115,647
-62,-242,-130,327,-170,660
-27,-227,-145,230,-220,666
5,-224,-148,78,-233,661
40,-232,-142,-72,-195,651
63,-250,-128,-175,-115,627
62,-277,-110,-220,-17,596
49,-307,-101,-228,79,556
34,-331,-93,-227,156,506
30,-357,-91,-222,200,455
27,-380,-100,-199,231,418
21,-397,-106,-169,271,370
17,-407,-102,-152,320,329
5,-409,-90,-148,357,287
-10,-406,-75,-140,369,252
-30,-402,-56,-116,366,222
-45,-396,-45,-74,356,184
-60,-383,-34,-8,345,135
-65,-373,-35,88,329,72
-68,-349,-40,199,304,1
-65,-323,-54,305,275,-64
-62,-297,-56,386,247,-126
-56,-272,-57,445,215,-182
-50,-255,-54,482,186,-232
-49,-241,-45,498,163,-268
-45,-219,-38,495,148,-291
-41,-215,-27,479,140,-303
-50,-191,-27,450,130,-305
-54,-184,-21,406,112,-299
-53,-183,-18,348,87,-294
-52,-184,-16,284,47,-290
-42,-181,-14,234,3,-270
-49,-182,-14,183,-40,-248
-52,-171,-16,140,-85,-242
-50,-159,-12,103,-129,-245
-47,-152,-16,58,-176,-267
-40,-143,-19,9,-224,-297
-38,-124,-16,-23,-267,-273
-30,-124,-16,-73,-313,-227
-33,-123,-10,-113,-354,-196
-23,-132,-10,-135,-379,-199
-19,-140,-17,-112,-387,-205
-15,-143,-22,-52,-372,-217
-18,-140,-21,-10,-355,-233
-13,-130,-19,-13,-365,-262
-5,-130,-18,-58,-387,-298
-5,-137,-15,-108,-424,-358
12,-149,-8,-115,-447,-373
10,-149,0,-92,-450,-356
11,-152,-4,-67,-457,-318
5,-153,-6,-61,-464,-294
2,-159,-3,-73,-469,-276
2,-157,-2,-93,-472,-265
1,-163,4,-97,-474,-259
2,-165,4,-78,-468,-252
5,-163,5,-48,-450,-239
10,-163,2,-21,-438,-218
7,-163,1,5,-428,-196
4,-167,-1,34,-418,-173
8,-165,-3,60,-411,-154
8,-171,-4,79,-406,-139
8,-176,0,92,-398,-122
12,-182,0,107,-388,-103
12,-184,8,119,-370,-81
15,-193,9,128,-349,-57
13,-204,13,133,-328,-34
11,-216,15,141,-309,-8
7,-224,23,151,-295,17
4,-234,22,161,-284,38
7,-240,19,161,-273,56
-3,-243,20,155,-261,71
-6,-249,19,144,-257,79
-25,-251,20,119,-266,85
-39,-259,24,95,-277,89
-52,-262,22,74,-290,97
-57,-267,19,52,-303,104
-58,-279,11,29,-307,114
-54,-293,8,4,-293,110
-57,-310,4,-19,-272,93
-52,-319,7,-37,-252,65
-44,-323,14,-52,-241,33
-28,-335,23,-56,-240,-7
-8,-349,41,-47,-240,-59
5,-356,55,-29,-230,-120
15,-363,63,-10,-211,-184
25,-357,69,8,-185,-236
25,-349,73,22,-156,-269
27,-338,71,32,-131,-282
21,-325,68,41,-117,-276
11,-319,75,59,-110,-259
2,-315,75,85,-109,-232
-9,-311,82,107,-111,-200
-20,-313,81,118,-124,-156
-22,-316,74,99,-152,-123
-11,-329,53,37,-177,-110
-1,-349,17,-86,-177,-128
2,-365,-15,-275,-149,-168
-7,-380,-56,-512,-126,-211
-12,-411,-105,-793,-129,-260
-20,-443,-119,-1067,-142,-327
-23,-474,-112,-1191,-142,-409
5,-502,-84,-1092,-89,-502
50,-512,-70,-806,39,-617
82,-489,-63,-453,222,-741
81,-418,-63,-139,414,-812
88,-332,-68,120,562,-812
81,-279,-70,295,666,-761
76,-247,-84,399,691,-675
56,-217,-82,431,661,-586
21,-193,-85,407,582,-495
-6,-177,-101,358,481,-422
-31,-172,-123,289,373,-361
-59,-174,-143,187,261,-295
-76,-185,-153,62,155,-221
-79,-215,-150,-62,74,-163
-84,-249,-140,-172,23,-135
-88,-287,-122,-262,9,-134
-87,-326,-100,-327,16,-162
-82,-358,-81,-364,30,-205
-83,-370,-63,-368,43,-239
-73,-378,-46,-334,46,-257
-64,-377,-41,-275,44,-266
-56,-371,-38,-205,42,-266
-53,-361,-39,-134,46,-253
-40,-339,-48,-75,56,-227
-37,-313,-44,-30,67,-180
-33,-294,-49,11,71,-113
-33,-275,-45,48,74,-30
-36,-255,-47,81,81,57
-32,-237,-48,109,87,148
-26,-226,-47,107,107,238
-21,-229,-47,87,118,314
-15,-216,-47,95,113,345
-6,-199,-42,134,119,358
4,-183,-38,171,138,376
26,-176,-31,166,149,416
44,-174,-22,133,150,456
51,-176,-27,98,157,478
55,-177,-22,59,183,487
44,-187,-25,17,217,482
37,-184,-22,-24,258,422
38,-177,-22,-71,300,337
38,-172,-25,-117,341,281
33,-177,-20,-160,381,255
28,-173,-21,-200,416,233
17,-176,-20,-234,440,218
4,-174,-20,-249,445,189
1,-176,-19,-231,442,166
-14,-166,-18,-198,450,161
-25,-161,-14,-174,468,189
-34,-149,-1,-148,487,213
-39,-148,-5,-117,499,227
-48,-150,-4,-94,500,230
-52,-148,1,-81,499,229
-54,-151,6,-67,495,228
-54,-152,3,-60,492,234
-50,-160,3,-69,487,230
-52,-163,2,-88,485,224
-50,-168,2,-108,486,219
-53,-171,-2,-117,490,218
-56,-169,-2,-111,496,221
-59,-166,-3,-92,496,220
-63,-167,-2,-75,487,209
-63,-163,1,-74,470,197
-62,-168,7,-92,449,181
-56,-171,9,-93,439,158
-53,-169,10,-74,434,128
-49,-177,10,-46,433,106
-46,-181,11,-24,432,86
-38,-186,15,-8,436,65
-33,-192,12,2,450,49
-27,-197,9,13,469,29
-20,-203,11,28,497,8
-16,-211,13,44,532,-16
-10,-216,17,70,566,-35
-9,-218,18,105,595,-53
-3,-220,20,141,623,-58
-1,-233,22,178,643,-48
-1,-234,28,233,670,-21
-15,-244,33,275,681,-14
-24,-247,32,304,667,-10
-26,-249,27,325,641,-3
-23,-248,22,317,605,-2
-13,-250,11,285,567,-11
-19,-252,6,237,527,-31
-30,-251,1,186,488,-50
-48,-258,6,151,453,-54
-66,-270,13,132,428,-35
-76,-283,24,122,411,11
-96,-310,45,99,400,76
-103,-312,50,128,370,121
-104,-314,55,186,348,154
-103,-313,57,238,339,189
-100,-305,48,278,331,194
-102,-306,49,291,336,176
-97,-304,54,293,334,177
-84,-302,68,309,353,194
-80,-293,84,329,394,194
-74,-293,87,333,427,185
-69,-290,83,312,436,180
-72,-298,63,247,420,179
-74,-303,29,112,397,172
-100,-314,-18,-124,383,178
-128,-335,-71,-464,349,211
-139,-368,-129,-874,256,255
-167,-403,-180,-1258,105,305
-179,-458,-212,-1496,-116,381
-170,-475,-211,-1509,-281,464
-135,-482,-189,-1277,-375,566
-113,-461,-158,-890,-427,653
-96,-432,-141,-424,-463,725
-74,-389,-129,-23,-483,799
-47,-332,-120,254,-488,848
-14,-298,-124,395,-498,856
23,-280,-127,400,-506,827
58,-274,-128,303,-484,767
81,-282,-125,182,-419,699
81,-285,-124,86,-316,632
77,-292,-123,14,-208,570
68,-302,-128,-51,-134,513
64,-319,-122,-112,-96,453
66,-339,-120,-147,-67,393
59,-357,-112,-170,-20,334
52,-376,-105,-202,49,274
33,-391,-90,-236,139,220
8,-404,-73,-272,228,165
-13,-410,-56,-309,295,113
-37,-412,-43,-326,337,66
-50,-401,-39,-303,350,22
-60,-385,-40,-222,348,-19
-58,-366,-46,-83,337,-61
-59,-336,-53,82,323,-110
-50,-309,-52,244,300,-155
-42,-279,-53,381,269,-211
-29,-251,-47,480,240,-260
-23,-231,-42,544,228,-285
-20,-214,-37,569,221,-294
-23,-193,-37,561,216,-296
-28,-183,-30,524,217,-295
-29,-175,-28,466,209,-290
-37,-163,-26,394,190,-281
-40,-160,-21,329,158,-261
-47,-165,-20,278,133,-235
-55,-167,-20,233,95,-215
-53,-164,-14,179,46,-196
-56,-162,-16,114,-3,-165
-48,-161,-15,44,-49,-139
-46,-155,-16,2,-86,-129
-41,-149,-13,-25,-121,-116
-53,-134,-16,-57,-171,-155
-27,-154,-16,-69,-206,-180
-20,-156,-13,-73,-211,-153
-19,-161,-16,-44,-193,-158
-17,-147,-15,15,-180,-176
-9,-140,-12,44,-190,-186
-8,-133,-15,45,-214,-201
-8,-140,-9,33,-234,-213
-8,-141,-14,27,-248,-222
-8,-143,-9,8,-263,-252
0,-149,-1,-15,-269,-260
4,-150,1,-13,-272,-245
9,-153,7,-2,-272,-239
17,-156,4,7,-261,-234
15,-150,7,17,-243,-237
19,-146,13,28,-230,-229
27,-146,12,39,-218,-207
23,-152,15,51,-201,-179
23,-155,13,64,-184,-151
21,-156,20,80,-162,-132
14,-164,21,99,-143,-124
9,-171,27,114,-124,-115
12,-175,33,129,-109,-105
11,-180,35,147,-95,-91
12,-185,35,167,-81,-72
7,-192,32,186,-65,-49
0,-202,32,200,-51,-22
-9,-209,29,205,-43,9
-14,-222,26,203,-39,39
-19,-224,28,196,-46,64
-14,-231,24,195,-63,81
-18,-235,22,201,-89,86
-27,-230,18,211,-123,91
-35,-225,11,226,-158,102
-41,-228,3,237,-190,112
-48,-230,-13,233,-207,127
-50,-247,-14,204,-210,134
